date;year;month;dayofyear;price;promo;TV;SEA;Social;y
2024-03-18;2024;3;78;0.6092510048896161;0.0;0.09236404721064562;0.08794297434757944;0.015612022920684537;5.814595121248451
2024-03-25;2024;3;85;0.6424657100740515;0.0;0.3294121015886244;0.005061453924255369;0.37509395922698757;8.664981124862567
2024-04-01;2024;4;92;0.6226908551090241;0.0;0.5421573055105259;0.18104590070338678;0.01027763838156282;6.0518506251291635
2024-04-08;2024;4;99;0.4888579250951989;0.0;0.10191011978768556;0.5330881786679197;0.08969995697023841;7.245552822289935
2024-04-15;2024;4;106;0.8731394596145411;0.0;0.028549678637931467;0.04010154355869969;0.5328592727137971;5.495705606215351
2024-04-22;2024;4;113;0.7460997360551839;0.0;0.07437952239399778;0.08647176944370227;0.2383818202669189;3.69984701315345
2024-04-29;2024;4;120;0.5882521188593932;1.0;0.18503301057733626;0.6464014499663967;0.4142803022925061;9.402520922688849
2024-05-06;2024;5;127;0.7266443344051455;0.0;0.11144208577047503;0.006936230267125197;0.9521285213797409;4.600696743136143
2024-05-13;2024;5;134;0.6257337553346083;1.0;0.11330553341522726;0.1326029299225916;0.6450446920669232;4.456620856515762
2024-05-20;2024;5;141;0.656847972228962;0.0;0.06780297922003584;0.17669975634772894;0.14249707568658704;2.810427867102256
2024-05-27;2024;5;148;0.7358065971109924;0.0;0.005283435798641693;0.15828387241496586;0.09307275449448431;2.770268762981247
2024-06-03;2024;6;155;0.8166032961994899;1.0;0.04900692128048225;0.2546349861945977;0.11320212619271873;5.635364840851988
2024-06-10;2024;6;162;0.8943216276139198;0.0;0.10662219861349892;0.05308441171174365;0.47979056757700767;2.755874681172461
2024-06-17;2024;6;169;0.9196148508554062;1.0;0.08809243760702531;0.07223901517853648;0.07975128425295658;2.7601450651170314
2024-06-24;2024;6;176;0.6517421102464043;0.0;0.5153798077034579;0.04422114049513424;0.3112412497966222;2.7134019731701735
2024-07-01;2024;7;183;0.6173260632011334;1.0;0.07325137011524578;0.19128183973369237;0.4017591572042859;8.932067067354433
2024-07-08;2024;7;190;0.6995419063853571;0.0;0.1601325341448936;0.04594209933841833;0.10959344309904132;1.2899982222127637
2024-07-15;2024;7;197;0.7034851252418374;0.0;0.08332314603066841;0.04258746903583145;0.18914649057658914;-3.848934478218718
2024-07-22;2024;7;204;0.585161975715015;0.0;0.06233952940528519;0.20880024065156316;0.2992075653843315;0.1519854035012238
2024-07-29;2024;7;211;0.6007652691757248;0.0;0.43204573795834905;0.0877844475187156;0.4456109290582952;1.131040308350501
2024-08-05;2024;8;218;0.7974410880839912;0.0;0.04366391700254261;0.16150062385596525;0.31590136585069384;4.476743350597826
2024-08-12;2024;8;225;0.9110950699997926;0.0;0.6194075455774745;0.08085905593981056;0.07537584462994423;4.0921349554565385
2024-08-19;2024;8;232;0.6548090698128948;1.0;0.07384563781110483;0.5230161461535054;0.0666136519713168;4.057822384305634
2024-08-26;2024;8;239;0.5969943141215128;1.0;0.00012195158550013679;0.18192226001904233;0.3180567125451653;5.478858750951093
2024-09-02;2024;9;246;0.6470078269092061;0.0;0.03758762890603764;0.07280381751180955;0.04872325796778314;2.1908505226878487
2024-09-09;2024;9;253;0.5493714831834445;1.0;0.35071048119968934;0.2251584990805404;0.038793376394853606;2.256864326615657
2024-09-16;2024;9;260;0.6484480966670992;0.0;0.21631721527867842;0.37540491934778936;0.035380599617797256;3.0925406197041196
2024-09-23;2024;9;267;0.74382868658964;0.0;0.22247104972882495;0.08001892028159081;0.36031851603684517;3.247194924831708
2024-09-30;2024;9;274;0.6747212344128553;1.0;0.27111861012284605;0.35691951841201824;0.2412120384531783;2.787962359548157
2024-10-07;2024;10;281;0.855233828966333;0.0;0.11467704870996849;0.09391338525054459;0.25099883741462176;2.651975302806672
2024-10-14;2024;10;288;0.7065777313364335;1.0;0.048178954793166896;0.26182692273698516;0.1546087148943337;6.8544447332949945
2024-10-21;2024;10;295;0.75187753579224;0.0;0.05967662524289984;0.32301933243857467;0.22896344940927568;-0.6447001709835498
2024-10-28;2024;10;302;0.6654735795985496;0.0;0.2603379948714946;0.017290834240435145;0.48863113435144523;3.0647107387614496
2024-11-04;2024;11;309;0.8663571638339496;1.0;0.03338026330838378;0.29990426579284807;0.2506737727738451;6.1420136164824
2024-11-11;2024;11;316;0.5182031637009483;0.0;0.15776159896931113;0.2318405337397545;0.6321843332692909;5.773766005570627
2024-11-18;2024;11;323;0.6442341117574176;1.0;0.005836760339929296;0.2625406870329742;0.09847713768476898;3.1249825880188102
2024-11-25;2024;11;330;0.5248777216691581;0.0;0.06523234023830948;0.33230476000394465;0.34045893992969506;3.4422402928140636
2024-12-02;2024;12;337;0.7992243455843981;0.0;0.3582656175549034;0.04880057933523289;0.05697719269606192;3.379113619702665
2024-12-09;2024;12;344;0.8025232591217588;0.0;0.45156714784170504;0.1262413479263513;0.5724642192009824;6.1526691956655
2024-12-16;2024;12;351;0.6151286421087564;0.0;0.17200909760306568;0.2102166925758109;0.10858065270102754;8.600042024903264
2024-12-23;2024;12;358;0.9133327251533706;0.0;0.23215942924428049;0.003448468512457583;0.5480901901282047;4.9871701915521065
2024-12-30;2024;12;365;0.6451022630386699;0.0;0.15225783759404177;0.020378630603643078;0.07382471008760916;7.694461929581179
2025-01-06;2025;1;6;0.49611351939730086;0.0;0.029363847314703602;0.24121104328774678;0.4654559544410321;6.290759520613467
2025-01-13;2025;1;13;0.6473050461895087;1.0;0.1604412693860316;0.06153832421500325;0.002938120647414389;7.612901682987932
2025-01-20;2025;1;20;0.7352656683935546;0.0;0.08779351798043697;0.22801916568960892;0.047931092079047936;9.09680451948324
2025-01-27;2025;1;27;0.6537265918941101;0.0;0.18761402730168597;0.5836513824171207;0.17677475837581932;11.73544505349402
2025-02-03;2025;2;34;0.9966543691727833;1.0;0.790734113865183;0.36614037213034367;0.28454945201352994;13.914965736859536
2025-02-10;2025;2;41;0.8032179674506019;0.0;0.11519479155413942;0.027439648560419066;0.14006233469995022;6.604262693169374
2025-02-17;2025;2;48;0.9233693539935243;0.0;0.27287023290285806;0.21294612761687068;0.5145914443245859;6.402905230558192
2025-02-24;2025;2;55;0.8759896197954192;1.0;0.13388409766948903;0.12367202896259263;0.31632285091623397;13.717279769902378
2025-03-03;2025;3;62;0.4546304886594817;0.0;0.4489343662462517;0.005899086564235747;0.0819180089351477;4.55696679094842
2025-03-10;2025;3;69;0.6340601498153718;0.0;0.02250181928600577;0.8438980601181053;0.7603737706113222;10.045399440519164
2025-03-17;2025;3;76;0.31159703337130024;1.0;0.14536930403905057;0.3091868622832244;0.20796325363117457;10.884569982340064
2025-03-24;2025;3;83;0.597209471112438;0.0;0.21545205580718155;0.14681725513885469;0.01587854504984472;11.499853123715983
2025-03-31;2025;3;90;0.8388449651612454;0.0;0.07611223934558654;0.40127501022871886;0.17178352026096014;8.59663848903008
2025-04-07;2025;4;97;0.5702112830065659;0.0;0.024892008292957138;0.14997317378890976;0.1203669798466135;9.14311554860929
2025-04-14;2025;4;104;0.5985412156759435;0.0;0.06044321001440955;0.029309796742218015;0.002066812109962761;7.4637904293287
2025-04-21;2025;4;111;0.7306172786796055;0.0;0.31963947956875083;0.12279792664430277;0.07363789807815267;5.950527719899541
2025-04-28;2025;4;118;0.7938803830247918;0.0;0.20827091003550244;0.10386060600036721;0.256155966539;7.139096579800442
2025-05-05;2025;5;125;0.6370019176407747;0.0;0.17608438338786941;0.04279752166887421;0.23496963244267619;3.7763346074222244
2025-05-12;2025;5;132;0.6507882619740035;0.0;0.12020916344271283;0.02815895672756382;0.10853678782194234;2.8986651539497816
2025-05-19;2025;5;139;0.796852326638483;0.0;0.05532370350510951;0.08541298624485041;0.05282912595281379;3.432512360169886
2025-05-26;2025;5;146;0.7207302590616551;1.0;0.575080030499115;0.04520060485115853;0.14831837002742418;5.689051695625576
2025-06-02;2025;6;153;0.6467450576152699;0.0;0.022896923341717335;0.19341966180111705;0.03863043763949918;2.62133997625947
2025-06-09;2025;6;160;0.7290218302645315;1.0;0.4326386654426105;0.06289514107696094;0.5481354298772293;6.084737642692842
2025-06-16;2025;6;167;0.6963215656758932;0.0;0.1180075138636492;0.049152414857445675;0.3468568555172551;7.8950948808149946
2025-06-23;2025;6;174;0.7208090307665115;1.0;0.19482645783961927;0.24648033296542363;0.26641288272183944;5.017992485033372
2025-06-30;2025;6;181;0.9604002288645199;0.0;0.11042396656947509;0.07124434954112888;0.029327437055582946;4.3999255941797495
2025-07-07;2025;7;188;0.6440123554686785;0.0;0.04581556424764131;0.22968938887970408;0.12259267283338561;2.8714939002559303
2025-07-14;2025;7;195;0.61183706990737;1.0;0.2829708979394404;0.3283367940573536;0.12525059277940387;8.1655074944425
2025-07-21;2025;7;202;0.8797956134523146;0.0;0.020493995986719724;0.0646315209460798;0.1934432655490116;0.6523896966225848
2025-07-28;2025;7;209;0.5890744037933312;1.0;0.2766405454993401;0.03271244216836932;0.3345814096022121;7.262648251077797
2025-08-04;2025;8;216;0.9218069254960671;1.0;0.01124733253644911;0.1328487170939269;0.12503280000563638;5.517361956915933
2025-08-11;2025;8;223;0.6592402688812884;0.0;1.0;0.18714241653247443;0.034763239805297184;4.309675088689548
2025-08-18;2025;8;230;0.696008531616134;0.0;0.279425305305591;0.2714494938394697;0.11973763089668109;1.2309487500746457
2025-08-25;2025;8;237;0.7865156528103613;0.0;0.04631343618431232;0.24344761973145054;0.06356203597633538;2.688548897241836
2025-09-01;2025;9;244;0.8522889501127316;0.0;0.5572071790160156;0.35682948370982404;0.23581314509639734;6.615595986195429
2025-09-08;2025;9;251;0.8226437219402195;0.0;0.327836582674545;0.03313017722618163;0.5372209766740697;0.5751900089650439
2025-09-15;2025;9;258;0.6579456645429621;0.0;0.039397759341412084;0.056375235886324246;0.2916876312748581;2.7913390560496234
2025-09-22;2025;9;265;0.6356143214374064;1.0;0.11993563962084053;0.20413222000287112;0.15045593628494022;6.671020420508212
2025-09-29;2025;9;272;0.7335444037995094;0.0;0.2509988153756369;0.15063646146369797;0.2000574296775389;7.50123715794559
2025-10-06;2025;10;279;0.7043597396045834;0.0;0.006995499954115996;0.43233649686399084;0.421532322534443;6.75185639410293
2025-10-13;2025;10;286;0.5977751336112064;1.0;0.0427142050221552;0.14660823814052348;0.6915749644070837;9.140788652147513
2025-10-20;2025;10;293;0.7422215245379926;1.0;0.07293187590769795;0.2712299475991865;0.6267986078993681;5.261416612968453
2025-10-27;2025;10;300;0.8222487881855878;0.0;0.10181805735500399;0.17535034071655256;0.16464593518489015;3.985656585297369
2025-11-03;2025;11;307;0.7087202369183008;0.0;0.03532736514529004;0.019307136490394755;1.0;2.682476091599672
2025-11-10;2025;11;314;0.9004226066563399;0.0;0.2508697956213031;0.0526052741083648;0.03210961166288017;2.531654150389523
2025-11-17;2025;11;321;0.7421630950691561;0.0;0.28720298183255877;0.41507707533569965;0.032418677818738355;4.590545750964985
2025-11-24;2025;11;328;0.664505739330595;1.0;0.005805863954224039;0.10558123299048046;0.02032081976470882;4.927721490874269
2025-12-01;2025;12;335;0.6996265971447577;0.0;0.05268007934880726;0.07677175549313062;0.5852494714558785;7.568734402780473
2025-12-08;2025;12;342;0.609045950487672;0.0;0.07809349850295524;0.3211558309985923;0.02758845355718467;5.588425108087389
2025-12-15;2025;12;349;0.5444102959509093;0.0;0.07538979964980305;0.11567454477766442;0.13818854492150048;5.1754712321735035
2025-12-22;2025;12;356;0.751247759013872;1.0;0.07815808778668416;0.059978620756002465;0.025779470401485347;5.91845491517939
2025-12-29;2025;12;363;0.5688341436874174;1.0;0.14264077489057667;0.24390416595097744;0.013446060423179994;11.348145604319008
2026-01-05;2026;1;5;0.6367305030126041;1.0;0.12389148164333787;0.2173599853277335;0.27060223917688386;10.784521076995036
2026-01-12;2026;1;12;0.6736434306851853;0.0;0.11204564491419586;0.3480153529180981;0.07275626247380104;7.476522523721092
2026-01-19;2026;1;19;0.738706542755874;1.0;0.1813697071273831;0.528827418507927;0.5741852712252433;8.869940568914249
2026-01-26;2026;1;26;0.7491398420665931;1.0;0.21280881092827986;0.04586473050355813;0.39043275398511423;12.40623255591347
2026-02-02;2026;2;33;0.6933176924482604;0.0;0.04700650597933102;0.15866478228867897;0.212747484705485;8.802379279424155
2026-02-09;2026;2;40;0.4209506520834801;0.0;0.07883243347739131;0.047246484395224775;0.8454090318540275;12.126685921956472
2026-02-16;2026;2;47;0.6575399883266998;0.0;0.03571661975916229;0.43196000947002405;0.29629227324556395;10.309669047917998
2026-02-23;2026;2;54;0.5794942078329893;0.0;0.14515559470018186;0.024518518937023344;0.15494863113266663;12.789176779529182
2026-03-02;2026;3;61;0.6706053275369783;0.0;0.16525722607125448;0.08236667844260676;0.009038756383340356;9.531079126757618
2026-03-09;2026;3;68;0.8218655931240606;0.0;0.14794963688813945;0.17224904398211302;0.3661916503152304;12.892754244412506
2026-03-16;2026;3;75;0.7962820299876505;0.0;0.0375046780909673;0.3387584703514378;0.018401377991142404;11.386396699991181
2026-03-23;2026;3;82;0.7161035329357349;0.0;0.12810370793265405;0.5202472961144585;0.32519589596273496;7.795563616517803
2026-03-30;2026;3;89;0.7552575871586445;0.0;0.029924004639371758;0.07491891372364147;0.44156540560195123;8.929778756139713
2026-04-06;2026;4;96;0.4817057857564993;1.0;0.11072013580802108;0.11097394941027222;0.384671478378045;14.576312392938616
2026-04-13;2026;4;103;0.7126106499581571;0.0;0.04255447720243917;0.33449539555106783;0.5094576724563816;9.6023428448118
2026-04-20;2026;4;110;0.7715473606118948;0.0;0.06930225481507898;0.2217008240721592;0.4202441016909079;7.2796431076822525
2026-04-27;2026;4;117;0.5890158787894177;1.0;0.057968327684506035;0.48167939992835646;0.0855142278493508;10.640926992676361
2026-05-04;2026;5;124;0.741434069964085;0.0;0.07143416375724954;0.011514111947946725;0.34785852750686663;9.42859414018973
2026-05-11;2026;5;131;0.6336393428827682;0.0;0.2202439995349002;0.06525972430780683;0.09670829361789539;7.252069388454476
2026-05-18;2026;5;138;0.8231249486925637;1.0;0.11551803893693663;0.17432711357314934;0.22344383992156247;7.534928390074448
2026-05-25;2026;5;145;0.8379278797966614;1.0;0.1368692374815253;0.10904384633154515;0.06213442506104685;3.908621707444849
2026-06-01;2026;6;152;0.6125201735842885;0.0;0.2517119121847807;0.2389564310491726;0.7402642160330816;9.483160170624219
2026-06-08;2026;6;159;0.886557260083253;0.0;0.21510328542050441;0.22282735521063932;0.1326258673972198;3.0406755832029795
2026-06-15;2026;6;166;0.659805091969125;0.0;0.183029827890263;1.0;0.9429833609101478;9.407657894534742
2026-06-22;2026;6;173;0.968728641259633;0.0;0.16023488590384347;0.050548918322578885;0.2771590662576711;1.6467545353923283
